ID,dbh,growth,evergreen,maple,misc,oak,short_tree,shrub
3,45.2,0.10094426531552184,0.014154445700748813,0.07068583470577035,0,0.2692344904126453,0,0
4,4.1,0.033648088438507626,0.012702244496626932,0.22802307798285437,0,0.2692344904126453,0,0
5,4.6,0.1345923537540305,0.012702244496626932,0.23067850917330116,0,0.4799756672081022,0,0
6,8.3,0.31965684016582196,0.013958881558062849,0.22800422842693283,0,0.4799756672081022,0,0
7,6.1,0.23553661906955325,0.015034091643753956,0.23830472533989036,0,0.4799756672081022,0,0
8,7.7,0.23553661906955312,0.013958881558062849,0.271097454856224,0,0.4799756672081022,0,0
9,4,0.05047213265776137,0.015034091643753956,0.28496051783835236,0,0.34665904136036574,0,0
10,5,0.11776830953477663,0.020060639889497623,0.26695290874797567,0,0.34665904136036574,0,0
11,17.9,0.06729617687701556,0.020060639889497623,0.2814474318534756,0,0.34665904136036574,0,0
13,4.8,0.084120221096269,0.017878803791579512,0.22313711600835884,0,0.2107411767954569,0,0.0013854423602330987
14,5.3,0.11776830953477663,0.017878803791579512,0.15535489831266885,0,0.2107411767954569,0,0.0013854423602330987
15,7.7,0.23553661906955312,0.006743428630930491,0.1478582728430402,0,0.2107411767954569,0,0.0013854423602330987
16,4.8,0.18506448641179188,0.005548838024402973,0.15914287365473476,0,0.2107411767954569,0,0.0013854423602330987
18,4.7,0.033648088438507626,0.0066798113796952985,0.1571283273656203,0,0.22381098763255383,0,0.0013854423602330987
19,6.3,0.033648088438507626,0.0066798113796952985,0.15345580555357383,0,0.023276845368610175,0,0.0013854423602330987
20,5.2,0.05047213265776137,0.0066798113796952985,0.09657177277318685,0,0.013069810837096936,0,0.0013854423602330987
21,8.9,0.3701289728235835,0.0066798113796952985,0.09193006962750792,0,0.023276845368610175,0,0.0013854423602330987
24,13.3,0.084120221096269,0.008986525785593604,0.11517864066223578,0,0,0.004071504079052372,0.0013854423602330987
25,8.1,-0.05047213265776137,0.005423174318259381,0.10979238005765608,0,0.16854408967060217,0.004071504079052372,0.0013854423602330987
28,3.7,0.10094426531552274,0.00467547526670501,0.08363547962386747,0,0.26876796390358715,0.008247466113836605,0
30,4,0.084120221096269,0.00467547526670501,0.08542932902906725,0,0.43977820380725735,0.0018857409903172736,0.0015205308443374602
31,5.5,0.15141639797328427,0.011026990214100174,0.08315481594786824,0,0.3716394153453849,0.004175962034784233,0.002715121450864979
40,5.1,0.10094426531552289,0.00425371645296058,0.05673009474036109,0,0.833124453592621,0.0033183072403542187,0.010228240281924969
41,8.5,0.30283279594656853,0.001963495408493621,0.05476031614656029,0,0.7369131785764336,0.0033183072403542187,0.00641748839312055
47,8.2,0,0.005281017250684442,0.07382821275752353,0,0.4791407889604107,0,0.010756027847728054
48,10.2,0.43742514970059904,0.005281017250684442,0.08089051304279339,0,0.29620506334371366,0,0.009206437271344889
49,8.1,0.40377706126209123,0.005281017250684442,0.07741434077159629,0,0,0,0.008072322323398974
51,5,-0.033648088438507626,0.005281017250684442,0.09029487065131443,0,0.2919623424650406,0,0.008072322323398974
52,7.1,0.20188853063104578,0.006136315850624263,0.09479048973860144,0,0.49305254662866965,0,0.0015205308443374602
53,5.4,0,0.006136315850624263,0.12404342973250279,0,0.2919623424650406,0,0.002715121450864979
55,6.5,0.25236066328880696,0.00739295291206018,0.1151181650036542,0,0.2919623424650406,0,0.0011945906065275187
56,4,0.033648088438507626,0.00739295291206018,0.12128196978999736,0,0.2919623424650406,0,0
57,7.6,0.26918470750806073,0.00739295291206018,0.11807911607966257,0,0.2919623424650406,0,0
58,3.5,0,0.0021119356613757386,0.11359999035380693,0,0.2919623424650406,0,0
61,8.2,0.11776830953477678,0.004402156705842698,0.11587764502765953,0,0.2919623424650406,0,0
63,11.6,0.15141639797328427,0.011371780007831653,0.1111738954270722,0,0.4726950262334078,0,0
66,3.5,0.084120221096269,0.01249961177047039,0.12181525514294424,0,0.43399060474118156,0.0015904312808798329,0
68,10.1,0.3869530170428375,0.01249961177047039,0.09697546742917314,0,0.2786003635111598,0.0015904312808798329,0
75,5.9,0.23553661906955312,0.017648682129704062,0.12447539872237139,0,0.3921626547531237,0.0015904312808798329,0
78,7.3,0.4878972823583601,0.006224280444924778,0.17203989689588425,0,0.26979997709029147,0.0017349445429449635,0.005501714134599126
79,5.4,-0.050472132657761515,0.0028274333882308137,0.11753719134691833,0,0.14081953450267226,0.0017349445429449635,0.005501714134599126
82,5.1,-0.01682404421925374,0.002307499804061703,0.21208499305302994,0,0.5902117972280779,0,0
84,5.1,0.1345923537540305,0.008303229383437822,0.18535318116363442,0,0.28552050672885476,0,0
85,4.7,0.06729617687701511,0.012959855094221293,0.19501279317525963,0,0.14960264216394598,0,0
86,5.7,0.18506448641179174,0.0140350651799124,0.19411665387082314,0,0.3440578026431934,0,0
88,7.2,-0.033648088438507626,0.015950651300438778,0.22568966003940055,0,0.30422319319383817,0.0030190705400997917,0
93,5.3,-0.033648088438507626,0.015276779676243767,0.15356183430563247,0,0.30422319319383817,0,0
95,9.2,0,0.018727033808048757,0.17560638995587205,0,0.2107411767954569,0,0.0013854423602330987
96,6.3,-0.01682404421925374,0.012618206893143405,0.1448454854882476,0,0.2107411767954569,0,0.0013854423602330987
99,4.1,-0.01682404421925374,0.008271813456901925,0.030617176603722727,0,0.2153224042825542,0.004071504079052372,0
105,7.2,0.06729617687701511,0.00467547526670501,0.021562321177913547,0,0.30189291684303793,0.004348749630731671,0.007858694022954868
106,7,0.10094426531552274,0.00467547526670501,0.020710164170627314,0,0.23772902848612001,0.004348749630731671,0.09776479258338756
107,4.2,0.01682404421925374,0.00467547526670501,0.033868725000188164,0,0.30189291684303793,0.004348749630731671,0.012133616226327179
111,9.4,0.01682404421925374,0.0021237166338267,0.03659091503452372,0,0.32525301441696824,0.0033183072403542187,0.012937863945646166
119,12.6,0.06729617687701525,0.001963495408493621,0.04291494104619997,0,0.7607727893822847,8.552985999398211e-4,0.014327233296696253
121,5,0.25236066328880696,0,0.06780892123324549,0,0.6173363081991721,0,0.017808117956873742
123,9.1,-0.26918470750806073,0,0.07148144304529196,0,0.3357043077772981,0,0.019002708563401263
125,4.3,0.05047213265776137,0.005281017250684442,0.07482881001769189,0,0.3357043077772981,0,0.007531968386981529
128,13.9,-0.01682404421925374,8.552985999398211e-4,0.04788179903152543,0,0.529798970499546,0,0.006904435254426968
131,10.3,0.25236066328880696,0.004402156705842698,0.08571678475687071,0,0.2992005719389115,0,0
132,8.9,0.13459235375403023,0.004402156705842698,0.08699541296688175,0,0.2992005719389115,0,0
136,4.6,-0.01682404421925374,0.010748959264257478,0.1257932968405523,0,0.26344296435575243,0,0
137,7.2,0.20188853063104562,0.016128151285366602,0.11441916063823046,0,0.36242276789791583,0,0
139,5.8,-0.05047213265776137,0.017648682129704062,0.10343772351760734,0,0.38185823084934906,0,0
140,13.6,0.10094426531552274,0.017648682129704062,0.08252099963000649,0,0.4349511466950166,0,0
142,5.3,0.06729617687701525,0.010330342043166638,0.08865024689716018,0,0.4615415869150006,0,0.0039811832902616655
143,10,0.30283279594656853,0.012457985667810324,0.07375988311730795,0,0.4615415869150006,0,0.005501714134599126
