tag,stemtag,survey.ID,year,month,day,intraannual,sp,measure,codes,notes,status,stemID,dendDiam,dbh_orig,new.band,dendroID,date,dbh,scenario,data_source
82203,1,2010.01,2010,1,27,1,litu,26.2,NA,NA,alive,10045,610,611.3,1,106,2010-01-27,611.3,0,biweekly_dbh
82203,1,2011.01,2011,1,15,1,litu,41.1,NA,NA,alive,10045,NA,611.3,0,106,2011-01-15,616.0499797203681,1,biweekly_dbh
82203,1,2011.02,2011,5,9,1,litu,40.62,NA,NA,alive,10045,NA,611.3,0,106,2011-05-09,615.8968735554038,1,biweekly_dbh
82203,1,2011.03,2011,5,13,1,litu,40.21,NA,NA,alive,10045,NA,611.3,0,106,2011-05-13,615.7660853159327,1,biweekly_dbh
82203,1,2011.04,2011,5,16,1,litu,42.55,NA,NA,alive,10045,NA,611.3,0,106,2011-05-16,616.5126104819775,1,biweekly_dbh
82203,1,2011.05,2011,5,24,1,litu,44.03,NA,NA,alive,10045,NA,611.3,0,106,2011-05-24,616.984856905513,1,biweekly_dbh
82203,1,2011.06,2011,6,6,1,litu,47.8,NA,NA,alive,10045,NA,611.3,0,106,2011-06-06,618.1881499583365,1,biweekly_dbh
82203,1,2011.07,2011,6,13,1,litu,51.61,NA,NA,alive,10045,NA,611.3,0,106,2011-06-13,619.4048053677069,1,biweekly_dbh
82203,1,2011.08,2011,6,20,1,litu,52.78,NA,NA,alive,10045,NA,611.3,0,106,2011-06-20,619.7785177131456,1,biweekly_dbh
82203,1,2011.09,2011,6,27,1,litu,53.31,NA,NA,alive,10045,NA,611.3,0,106,2011-06-27,619.9478423818898,1,biweekly_dbh
82203,1,2011.1,2011,7,5,1,litu,53.39,NA,NA,alive,10045,NA,611.3,0,106,2011-07-05,619.9733992428062,1,biweekly_dbh
82203,1,2011.11,2011,7,11,1,litu,54.61,NA,NA,alive,10045,NA,611.3,0,106,2011-07-11,620.363191610451,1,biweekly_dbh
82203,1,2011.12,2011,7,18,1,litu,55.34,NA,NA,alive,10045,NA,611.3,0,106,2011-07-18,620.5964794762358,1,biweekly_dbh
82203,1,2011.13,2011,7,25,1,litu,55.44,NA,NA,alive,10045,NA,611.3,0,106,2011-07-25,620.6284348682045,1,biweekly_dbh
82203,1,2011.14,2011,8,1,1,litu,55.43,NA,NA,alive,10045,NA,611.3,0,106,2011-08-01,620.6252562824255,1,biweekly_dbh
82203,1,2011.15,2011,8,8,1,litu,55.85,NA,NA,alive,10045,NA,611.3,0,106,2011-08-08,620.7594520400293,1,biweekly_dbh
82203,1,2011.16,2011,8,22,1,litu,55.87,NA,NA,alive,10045,NA,611.3,0,106,2011-08-22,620.7658520300632,1,biweekly_dbh
82203,1,2011.17,2011,9,6,1,litu,57,NA,NA,alive,10045,NA,611.3,0,106,2011-09-06,621.1270103134682,1,biweekly_dbh
82203,1,2011.18,2011,9,19,1,litu,57.64,NA,NA,alive,10045,NA,611.3,0,106,2011-09-19,621.3316075141385,1,biweekly_dbh
82203,1,2011.19,2011,10,5,1,litu,57.13,NA,NA,alive,10045,NA,611.3,0,106,2011-10-05,621.1686146050495,1,biweekly_dbh
82203,1,2011.2,2011,10,16,1,litu,57.1,NA,NA,alive,10045,NA,611.3,0,106,2011-10-16,621.1590449658408,1,biweekly_dbh
82203,1,2011.21,2011,11,1,1,litu,57.11,NA,NA,alive,10045,NA,611.3,0,106,2011-11-01,621.1622341405971,1,biweekly_dbh
82203,1,2011.22,2011,11,17,1,litu,56.86,NA,NA,alive,10045,NA,611.3,0,106,2011-11-17,621.0823536847968,1,biweekly_dbh
82203,1,2011.23,2011,12,15,1,litu,56.69,NA,NA,alive,10045,NA,611.3,0,106,2011-12-15,621.0280205202583,1,biweekly_dbh
82203,1,2012.01,2012,3,15,1,litu,55.58,NA,NA,alive,10045,NA,611.3,0,106,2012-03-15,620.6732497366938,1,biweekly_dbh
82203,1,2012.02,2012,4,11,1,litu,55.26,NA,NA,alive,10045,NA,611.3,0,106,2012-04-11,620.5709640452543,1,biweekly_dbh
82203,1,2012.03,2012,4,25,1,litu,56.57,NA,NA,alive,10045,NA,611.3,0,106,2012-04-25,620.9896157360572,1,biweekly_dbh
82203,1,2012.04,2012,5,8,1,litu,56.29,NA,NA,alive,10045,NA,611.3,0,106,2012-05-08,620.9001461520048,1,biweekly_dbh
82203,1,2012.05,2012,5,22,1,litu,57.96,NA,NA,alive,10045,NA,611.3,0,106,2012-05-22,621.4339373324062,1,biweekly_dbh
82203,1,2012.06,2012,6,5,1,litu,60.25,NA,NA,alive,10045,NA,611.3,0,106,2012-06-05,622.1660973066028,1,biweekly_dbh
82203,1,2012.07,2012,6,19,1,litu,62.83,NA,NA,alive,10045,NA,611.3,0,106,2012-06-19,622.9912899537138,1,biweekly_dbh
82203,1,2012.08,2012,7,2,1,litu,65.27,NA,NA,alive,10045,NA,611.3,0,106,2012-07-02,623.7720063102996,1,biweekly_dbh
82203,1,2012.09,2012,7,16,1,litu,65.95,NA,NA,alive,10045,NA,611.3,0,106,2012-07-16,623.9896534494511,1,biweekly_dbh
82203,1,2012.1,2012,7,30,1,litu,66.44,NA,NA,alive,10045,NA,611.3,0,106,2012-07-30,624.1465121667385,1,biweekly_dbh
82203,1,2012.11,2012,8,14,1,litu,66.45,NA,NA,alive,10045,NA,611.3,0,106,2012-08-14,624.1497055784372,1,biweekly_dbh
82203,1,2012.12,2012,8,29,1,litu,66.69,NA,NA,alive,10045,NA,611.3,0,106,2012-08-29,624.2265603849123,1,biweekly_dbh
82203,1,2012.13,2012,9,10,1,litu,67.65,NA,NA,alive,10045,NA,611.3,0,106,2012-09-10,624.53384442682,1,biweekly_dbh
82203,1,2012.14,2012,9,25,1,litu,66.55,NA,NA,alive,10045,NA,611.3,0,106,2012-09-25,624.1817265434436,1,biweekly_dbh
82203,1,2012.15,2012,10,9,1,litu,67.26,NA,NA,alive,10045,NA,611.3,0,106,2012-10-09,624.4090231605219,1,biweekly_dbh
82203,1,2012.16,2012,10,23,1,litu,66.73,NA,NA,alive,10045,NA,611.3,0,106,2012-10-23,624.2393649895454,1,biweekly_dbh
82203,1,2012.17,2012,11,26,1,litu,66.8,NA,NA,alive,10045,NA,611.3,0,106,2012-11-26,624.2617659795947,1,biweekly_dbh
82203,1,2012.18,2012,11,29,1,litu,66.89,NA,NA,alive,10045,NA,611.3,0,106,2012-11-29,624.2905368601113,1,biweekly_dbh
82203,1,2013.01,2013,3,19,1,litu,66.77,NA,NA,alive,10045,625,611.3,0,106,2013-03-19,624.2520996795546,1,biweekly_dbh
82203,1,2013.02,2013,4,8,1,litu,65.92,NA,NA,alive,10045,NA,611.3,0,106,2013-04-08,623.9800539674791,1,biweekly_dbh
82203,1,2013.03,2013,4,23,1,litu,65.87,NA,NA,alive,10045,NA,611.3,0,106,2013-04-23,623.9640417642353,1,biweekly_dbh
82203,1,2013.04,2013,5,6,1,litu,65.87,NA,NA,alive,10045,NA,611.3,0,106,2013-05-06,623.9641344544176,1,biweekly_dbh
82203,1,2013.05,2013,5,20,1,litu,66.43,NA,NA,alive,10045,NA,611.3,0,106,2013-05-20,624.1433896374642,1,biweekly_dbh
82203,1,2013.06,2013,6,3,1,litu,68.52,NA,NA,alive,10045,NA,611.3,0,106,2013-06-03,624.8124828611092,1,biweekly_dbh
82203,1,2013.07,2013,6,17,1,litu,71.53,NA,NA,alive,10045,NA,611.3,0,106,2013-06-17,625.7764981875206,1,biweekly_dbh
82203,1,2013.08,2013,7,1,1,litu,74.16,NA,NA,alive,10045,NA,611.3,0,106,2013-07-01,626.6192173348654,1,biweekly_dbh
82203,1,2013.09,2013,7,15,1,litu,78.25,NA,NA,alive,10045,NA,611.3,0,106,2013-07-15,627.9305848501233,1,biweekly_dbh
82203,1,2013.1,2013,7,29,1,litu,78.71,NA,NA,alive,10045,NA,611.3,0,106,2013-07-29,628.0781149165615,1,biweekly_dbh
82203,1,2013.11,2013,8,12,1,litu,79.61,NA,NA,alive,10045,NA,611.3,0,106,2013-08-12,628.3668395790015,1,biweekly_dbh
82203,1,2013.12,2013,8,26,1,litu,80.12,NA,NA,alive,10045,NA,611.3,0,106,2013-08-26,628.5304462856633,1,biweekly_dbh
82203,1,2013.13,2013,9,9,1,litu,80.42,NA,NA,alive,10045,NA,611.3,0,106,2013-09-09,628.6266837722264,1,biweekly_dbh
